Cluster,Annual Income (k$),Spending Score (1-100)
0,-0.20091256569971444,-0.026456174707117572
1,0.9915830476839198,1.2395027537948333
2,-1.329545316496027,1.1321778796599242
3,1.0550030223077878,-1.2844390658272282
4,-1.3075186893850437,-1.1369653606646666
